 170 99 6
 0  59  2  0
 60 60  6  0
 61 76  3  0
 77 78  3  0
 79 82  4  1
 83 98  5  1
  3.90  0.00  0.00
  3.20  0.20  0.10
  3.20  0.20 -0.20
  3.20 -0.20  0.10
  3.20 -0.20 -0.20
  1.50 -0.20  0.10
  1.50 -0.20 -0.30
  1.50  0.20  0.10
  1.50  0.20 -0.30
  1.50 -0.20 -0.50
  1.50  0.20 -0.50
 -1.40  0.00 -0.30
  1.50 -0.50  0.05
  1.50 -0.35  0.20
  1.50  0.35  0.20
  1.50  0.50  0.05
  1.50  0.50 -0.30
  1.50 -0.50 -0.30
 -1.80 -0.50  0.05
 -1.80 -0.35  0.20
 -1.80  0.35  0.20
 -1.80  0.50  0.05
 -1.80  0.50 -0.30
 -1.80 -0.50 -0.30
  1.50  0.00 -0.50
  2.20  0.18 -0.38
  2.20  0.00 -0.60
  2.20 -0.18 -0.38
  2.70  0.00 -0.29
  2.50  0.20 -0.30
  2.24  0.39 -0.29
  1.75  0.47 -0.29
  1.05  0.66 -0.29
  0.68  0.70 -0.29
  0.68  0.50 -0.30
  2.50 -0.20 -0.30
  2.24 -0.39 -0.29
  1.75 -0.47 -0.29
  1.05 -0.66 -0.29
  0.68 -0.70 -0.29
  0.68 -0.50 -0.30
 -0.60  0.50 -0.28
  0.80  0.50 -0.30
  0.10  2.10 -0.20
 -0.50  2.10 -0.20
 -0.50  2.10 -0.21
  0.25  2.10 -0.21
  0.25  2.10 -0.19
 -0.50  2.10 -0.19
 -0.60 -0.50 -0.28
  0.80 -0.50 -0.30
  0.10 -2.10 -0.20
 -0.50 -2.10 -0.20
 -0.50 -2.10 -0.21
  0.25 -2.10 -0.21
  0.25 -2.10 -0.19
 -0.50 -2.10 -0.19
 -0.70  0.45 -0.30
 -1.40  0.70 -1.00
 -1.70  0.70 -1.00
 -1.60  0.45 -0.30
 -0.70 -0.45 -0.30
 -1.40 -0.70 -1.00
 -1.70 -0.70 -1.00
 -1.60 -0.45 -0.30
 -0.80  0.50 -0.10
 -1.60  1.30 -0.10
 -2.00  1.20 -0.10
 -1.80  0.50 -0.10
 -0.80 -0.50 -0.10
 -1.60 -1.30 -0.10
 -2.00 -1.20 -0.10
 -1.80 -0.50 -0.10
  1.51  0.46 -0.02
  1.51  0.46 -0.18
  1.51  0.41 -0.23
  1.51  0.25 -0.23
  1.51  0.20 -0.18
  1.51  0.20 -0.02
  1.51  0.25  0.03
  1.51  0.41  0.03
  1.51 -0.46 -0.02
  1.51 -0.46 -0.18
  1.51 -0.41 -0.23
  1.51 -0.25 -0.23
  1.51 -0.20 -0.18
  1.51 -0.20 -0.02
  1.51 -0.25  0.03
  1.51 -0.41  0.03
 -1.80  0.18 -0.20
 -1.80  0.32 -0.20
 -1.80  0.40 -0.12
 -1.80  0.40  0.02
 -1.80  0.32  0.09
 -1.80  0.18  0.09
 -1.80  0.10  0.02
 -1.80  0.10 -0.12
 -1.80 -0.18 -0.20
 -1.80 -0.32 -0.20
 -1.80 -0.40 -0.12
 -1.80 -0.40  0.02
 -1.80 -0.32  0.09
 -1.80 -0.18  0.09
 -1.80 -0.10  0.02
 -1.80 -0.10 -0.12
 -1.80  0.18 -0.20
 -1.80  0.33 -0.20
 -1.80  0.40 -0.13
 -1.80  0.40  0.03
 -1.80  0.33  0.10
 -1.80  0.18  0.10
 -1.80  0.10  0.03
 -1.80  0.10 -0.13
 -1.80 -0.18 -0.20
 -1.80 -0.33 -0.20
 -1.80 -0.40 -0.13
 -1.80 -0.40  0.03
 -1.80 -0.33  0.10
 -1.80 -0.18  0.10
 -1.80 -0.10  0.03
 -1.80 -0.10 -0.13
 -2.00  0.19 -0.19
 -2.00  0.32 -0.19
 -2.00  0.39 -0.11
 -2.00  0.39  0.02
 -2.00  0.32  0.09
 -2.00  0.19  0.09
 -2.00  0.11  0.02
 -2.00  0.11 -0.11
 -2.00 -0.19 -0.19
 -2.00 -0.32 -0.19
 -2.00 -0.39 -0.11
 -2.00 -0.39  0.02
 -2.00 -0.32  0.09
 -2.00 -0.19  0.09
 -2.00 -0.11  0.02
 -2.00 -0.11 -0.11
 -0.20  0.50 -0.30
  0.50  0.50 -0.30
 -0.20  2.10 -0.20
 -0.20  0.50 -0.28
  0.50  0.50 -0.28
 -0.20 -0.50 -0.30
  0.50 -0.50 -0.30
 -0.20 -2.10 -0.20
 -0.20 -0.50 -0.28
  0.50 -0.50 -0.28
 -1.20 -0.50 -0.11
 -1.20 -0.50 -0.09
 -1.80 -1.25 -0.10
 -1.20  0.50 -0.11
 -1.20  0.50 -0.09
 -1.80  1.25 -0.10
 -1.20 -0.44 -0.30
 -1.20 -0.46 -0.30
 -1.20  0.44 -0.30
 -1.20  0.46 -0.30
  1.50 -0.20 -0.30
  1.50  0.20 -0.30
  0.68 -0.50 -0.29
  1.50 -0.50 -0.29
  1.50 -0.20 -0.29
  0.68  0.50 -0.29
  1.50  0.50 -0.29
  1.50  0.20 -0.29
  2.20  0.20 -0.38
  2.20 -0.20 -0.38
  3.20  0.00 -0.20
 -2.20  0.25 -0.05
 -2.20 -0.25 -0.05
 6 12 13 14 15 16 17
 6 23 22 21 20 19 18
 4 4 6 5 3
 4 1 7 8 2
 4 17 23 18 12
 4 15 21 22 16
 4 3 5 7 1
 4 17 16 22 23
 4 19 20 14 13
 4 18 19 13 12
 4 15 14 20 21
 4 24 9 166 27
 4 165 10 24 25
 5 166 4 167 28 27
 5 167 2 165 25 28
 3 0 2 4
 3 3 1 0
 3 4 3 0
 3 0 1 2
 4 9 11 6 4
 4 2 8 11 10
 3 10 11 9
 3 138 42 43
 4 137 138 43 139
 4 41 137 139 44
 3 42 141 43
 4 141 140 139 43
 4 140 41 44 139
 3 50 143 51
 4 143 142 144 51
 4 142 49 52 144
 3 51 146 50
 4 51 144 145 146
 4 144 52 49 145
 4 56 55 54 53
 4 45 46 47 48
 4 69 147 149 70
 4 149 147 72 71
 4 149 148 69 70
 4 71 72 148 149
 4 150 65 66 152
 4 67 68 150 152
 4 66 65 151 152
 4 151 68 67 152
 3 61 153 62
 4 64 63 62 153
 3 154 61 62
 4 64 154 62 63
 3 155 57 58
 4 60 155 58 59
 3 57 156 58
 4 60 59 58 156
 5 35 157 17 37 36
 5 40 39 38 37 17
 5 39 159 160 37 38
 5 37 160 161 35 36
 5 16 158 29 30 31
 5 33 34 16 31 32
 5 163 162 33 32 31
 5 29 164 163 31 30
 4 27 28 25 24
 4 105 106 122 121
 4 106 107 123 122
 4 107 108 124 123
 4 108 109 125 124
 4 109 110 126 125
 4 110 111 127 126
 4 111 112 128 127
 4 112 105 121 128
 4 129 130 114 113
 4 130 131 115 114
 4 131 132 116 115
 4 132 133 117 116
 4 134 118 117 133
 4 134 135 119 118
 4 135 136 120 119
 4 136 129 113 120
 8 88 87 86 85 84 83 82 81
 8 73 74 75 76 77 78 79 80
 3 26 25 24
 3 24 27 26
 3 28 25 26
 3 26 27 28
 3 93 94 168
 3 94 95 168
 3 95 96 168
 3 96 89 168
 3 89 90 168
 3 90 91 168
 3 91 92 168
 3 92 93 168
 3 102 101 169
 3 101 100 169
